2015,0
2015,0
2015,0
2015,0
2015,0
2015,37.27
2015,145.77
2015,348.08
2015,320.37
2015,230.73
2015,241.14
2015,266.45
2015,266.58
2015,254.55
2015,330.63
2015,309.09
2015,209.09
2015,100.98
2015,17.91
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,35.55
2015,56.83
2015,173.54
2015,253.37
2015,345.11
2015,309.01
2015,516.62
2015,295.72
2015,296.73
2015,263.48
2015,167.1
2015,87.77
2015,51.21
2015,17.45
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,34.5
2015,91.95
2015,423.08
2015,456.8
2015,537.8
2015,545.38
2015,619.99
2015,602.35
2015,501.71
2015,371.07
2015,212.39
2015,130.95
2015,56.88
2015,17.87
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,33.4
2015,85.18
2015,288.86
2015,416.39
2015,524.82
2015,564.62
2015,689.2
2015,689.29
2015,671.5
2015,535.81
2015,407.03
2015,320.69
2015,108.94
2015,18.21
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,32.25
2015,87.45
2015,204.47
2015,251.91
2015,282.34
2015,389.64
2015,523.36
2015,390.94
2015,325.37
2015,356.68
2015,289.48
2015,268.84
2015,134.85
2015,19.41
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,31.05
2015,137.55
2015,384
2015,506.49
2015,446.84
2015,654.95
2015,496.98
2015,255.87
2015,316.61
2015,318.71
2015,208.41
2015,170.97
2015,81.81
2015,18.66
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,29.81
2015,70.88
2015,232.92
2015,248.8
2015,308.19
2015,246.38
2015,292.33
2015,319.29
2015,321.59
2015,309.46
2015,250.63
2015,185.2
2015,71.73
2015,19.7
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,28.52
2015,52.29
2015,119.84
2015,132.71
2015,205.33
2015,212.23
2015,167.32
2015,150.1
2015,128.95
2015,119.91
2015,99.6
2015,76.14
2015,51.55
2015,18.8
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,27.18
2015,61.61
2015,202.8
2015,151.92
2015,175.2
2015,196.63
2015,224.05
2015,192.85
2015,187.98
2015,152.66
2015,104.47
2015,79.58
2015,47.37
2015,18.76
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,25.78
2015,53.19
2015,134.73
2015,136.99
2015,157.54
2015,129.27
2015,152.61
2015,155.99
2015,186.12
2015,202.53
2015,131.81
2015,97.44
2015,55.34
2015,18.63
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,24.34
2015,57.73
2015,153.9
2015,261.77
2015,318.3
2015,338.85
2015,172.7
2015,151.1
2015,236.56
2015,219.76
2015,167.46
2015,93.46
2015,49.01
2015,18.42
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,23.72
2015,80.49
2015,292.63
2015,367.76
2015,341.33
2015,292.35
2015,278.97
2015,204.89
2015,298.36
2015,284.22
2015,316.05
2015,282.42
2015,114.6
2015,19.06
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,22.18
2015,68.59
2015,221.53
2015,337.66
2015,312.7
2015,433.22
2015,378.88
2015,292.02
2015,310.81
2015,241.34
2015,204.5
2015,135.27
2015,67.24
2015,18.68
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,19.68
2015,81.73
2015,281.21
2015,451.71
2015,591.55
2015,520.18
2015,378.94
2015,319.52
2015,364.49
2015,239.02
2015,44.34
2015,39.27
2015,31.04
2015,17.27
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,18.01
2015,40.83
2015,76.41
2015,96.07
2015,181.44
2015,285.27
2015,338.44
2015,190.7
2015,249.46
2015,245.77
2015,192.16
2015,106.8
2015,47.89
2015,16.7
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,16.29
2015,48.92
2015,103.97
2015,252.17
2015,411.61
2015,311.74
2015,336.16
2015,284.02
2015,236.03
2015,207.59
2015,125.02
2015,77.8
2015,47.2
2015,16.03
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,0
2015,15.49
2015,103.84
2015,260.06
2015,244.96
2015,170.23
2015,153.88
2015,158.93
2015,169
2015,168.52
2015,211.61
2015,193.45
2015,124.72
2015,70.85
